family,dimension,source,item_seq,expert_mean_score
ULM,Explicitness,MAS,67,3.3333333333333335
ULM,Explicitness,MAS,68,3.6666666666666665
ULM,Explicitness,MAS,69,3.6666666666666665
ULM,Explicitness,MAS,70,3.6666666666666665
ULM,Goal alignment,Human,1,5.0
ULM,Goal alignment,Human,2,4.666666666666667
ULM,Goal alignment,Human,3,5.0
ULM,Goal alignment,Human,4,5.0
ULM,Goal alignment,Human,5,5.0
ULM,Goal alignment,Human,6,5.0
ULM,Goal alignment,Human,7,5.0
ULM,Goal alignment,Human,8,4.333333333333333
ULM,Goal alignment,Human,9,5.0
ULM,Goal alignment,Human,10,5.0
ULM,Goal alignment,Human,11,5.0
ULM,Goal alignment,Human,12,5.0
ULM,Goal alignment,Human,13,4.333333333333333
ULM,Goal alignment,Human,14,5.0
ULM,Goal alignment,Human,15,5.0
ULM,Goal alignment,Human,16,5.0
ULM,Goal alignment,Human,17,5.0
ULM,Goal alignment,Human,18,5.0
ULM,Goal alignment,Human,19,5.0
ULM,Goal alignment,Human,20,5.0
ULM,Goal alignment,Human,21,5.0
ULM,Goal alignment,Human,22,5.0
ULM,Goal alignment,Human,23,5.0
ULM,Goal alignment,Human,24,5.0
ULM,Goal alignment,Human,25,5.0
ULM,Goal alignment,Human,26,5.0
ULM,Goal alignment,Human,27,5.0
ULM,Goal alignment,Human,28,5.0
ULM,Goal alignment,Human,29,5.0
ULM,Goal alignment,Human,30,5.0
ULM,Goal alignment,Human,31,5.0
ULM,Goal alignment,Human,32,5.0
ULM,Goal alignment,Human,33,5.0
ULM,Goal alignment,Human,34,5.0
ULM,Goal alignment,Human,35,5.0
ULM,Goal alignment,Human,36,5.0
ULM,Goal alignment,Human,37,5.0
ULM,Goal alignment,Human,38,5.0
ULM,Goal alignment,Human,39,5.0
ULM,Goal alignment,Human,40,5.0
ULM,Goal alignment,Human,41,5.0
ULM,Goal alignment,Human,42,5.0
ULM,Goal alignment,Human,43,5.0
ULM,Goal alignment,Human,44,5.0
ULM,Goal alignment,Human,45,5.0
ULM,Goal alignment,Human,46,5.0
ULM,Goal alignment,Human,47,5.0
ULM,Goal alignment,Human,48,5.0
ULM,Goal alignment,Human,49,5.0
ULM,Goal alignment,Human,50,5.0
ULM,Goal alignment,Human,51,5.0
ULM,Goal alignment,Human,52,4.666666666666667
ULM,Goal alignment,Human,53,5.0
ULM,Goal alignment,Human,54,5.0
ULM,Goal alignment,Human,55,5.0
ULM,Goal alignment,Human,56,4.666666666666667
ULM,Goal alignment,Human,57,5.0
ULM,Goal alignment,Human,58,5.0
ULM,Goal alignment,Human,59,5.0
ULM,Goal alignment,Human,60,5.0
ULM,Goal alignment,Human,61,5.0
ULM,Goal alignment,Human,62,5.0
ULM,Goal alignment,Human,63,5.0
ULM,Goal alignment,Human,64,5.0
ULM,Goal alignment,Human,65,5.0
ULM,Goal alignment,Human,66,5.0
ULM,Goal alignment,Human,67,5.0
ULM,Goal alignment,Human,68,5.0
ULM,Goal alignment,Human,69,5.0
ULM,Goal alignment,Human,70,5.0
ULM,Goal alignment,MAS,1,5.0
ULM,Goal alignment,MAS,2,4.333333333333333
ULM,Goal alignment,MAS,3,4.333333333333333
ULM,Goal alignment,MAS,4,5.0
ULM,Goal alignment,MAS,5,4.333333333333333
ULM,Goal alignment,MAS,6,4.333333333333333
ULM,Goal alignment,MAS,7,5.0
ULM,Goal alignment,MAS,8,5.0
ULM,Goal alignment,MAS,9,4.0
ULM,Goal alignment,MAS,10,5.0
ULM,Goal alignment,MAS,11,5.0
ULM,Goal alignment,MAS,12,5.0
ULM,Goal alignment,MAS,13,4.0
ULM,Goal alignment,MAS,14,5.0
ULM,Goal alignment,MAS,15,4.333333333333333
ULM,Goal alignment,MAS,16,5.0
ULM,Goal alignment,MAS,17,5.0
ULM,Goal alignment,MAS,18,4.333333333333333
ULM,Goal alignment,MAS,19,4.333333333333333
ULM,Goal alignment,MAS,20,5.0
ULM,Goal alignment,MAS,21,4.333333333333333
ULM,Goal alignment,MAS,22,4.333333333333333
ULM,Goal alignment,MAS,23,5.0
ULM,Goal alignment,MAS,24,5.0
ULM,Goal alignment,MAS,25,4.333333333333333
ULM,Goal alignment,MAS,26,5.0
ULM,Goal alignment,MAS,27,4.666666666666667
ULM,Goal alignment,MAS,28,4.666666666666667
ULM,Goal alignment,MAS,29,5.0
ULM,Goal alignment,MAS,30,5.0
ULM,Goal alignment,MAS,31,5.0
ULM,Goal alignment,MAS,32,5.0
ULM,Goal alignment,MAS,33,5.0
ULM,Goal alignment,MAS,34,5.0
ULM,Goal alignment,MAS,35,5.0
ULM,Goal alignment,MAS,36,5.0
ULM,Goal alignment,MAS,37,5.0
ULM,Goal alignment,MAS,38,5.0
ULM,Goal alignment,MAS,39,5.0
ULM,Goal alignment,MAS,40,5.0
ULM,Goal alignment,MAS,41,5.0
ULM,Goal alignment,MAS,42,5.0
ULM,Goal alignment,MAS,43,5.0
ULM,Goal alignment,MAS,44,5.0
ULM,Goal alignment,MAS,45,5.0
ULM,Goal alignment,MAS,46,4.333333333333333
ULM,Goal alignment,MAS,47,5.0
ULM,Goal alignment,MAS,48,5.0
ULM,Goal alignment,MAS,49,5.0
ULM,Goal alignment,MAS,50,4.333333333333333
ULM,Goal alignment,MAS,51,4.333333333333333
ULM,Goal alignment,MAS,52,4.666666666666667
ULM,Goal alignment,MAS,53,4.666666666666667
ULM,Goal alignment,MAS,54,4.333333333333333
ULM,Goal alignment,MAS,55,5.0
ULM,Goal alignment,MAS,56,4.666666666666667
ULM,Goal alignment,MAS,57,4.666666666666667
ULM,Goal alignment,MAS,58,4.666666666666667
ULM,Goal alignment,MAS,59,4.666666666666667
ULM,Goal alignment,MAS,60,4.666666666666667
ULM,Goal alignment,MAS,61,4.666666666666667
ULM,Goal alignment,MAS,62,4.666666666666667
ULM,Goal alignment,MAS,63,4.666666666666667
ULM,Goal alignment,MAS,64,4.666666666666667
ULM,Goal alignment,MAS,65,5.0
ULM,Goal alignment,MAS,66,5.0
ULM,Goal alignment,MAS,67,5.0
ULM,Goal alignment,MAS,68,4.666666666666667
ULM,Goal alignment,MAS,69,4.666666666666667
ULM,Goal alignment,MAS,70,4.666666666666667
ULM,Comprehensiveness,Human,1,2.3333333333333335
ULM,Comprehensiveness,Human,2,2.0
ULM,Comprehensiveness,Human,3,1.6666666666666667
ULM,Comprehensiveness,Human,4,1.6666666666666667
ULM,Comprehensiveness,Human,5,2.0
ULM,Comprehensiveness,Human,6,1.3333333333333333
ULM,Comprehensiveness,Human,7,1.6666666666666667
ULM,Comprehensiveness,Human,8,4.0
ULM,Comprehensiveness,Human,9,2.0
ULM,Comprehensiveness,Human,10,2.3333333333333335
ULM,Comprehensiveness,Human,11,2.3333333333333335
ULM,Comprehensiveness,Human,12,1.6666666666666667
ULM,Comprehensiveness,Human,13,1.6666666666666667
ULM,Comprehensiveness,Human,14,2.0
ULM,Comprehensiveness,Human,15,3.0
ULM,Comprehensiveness,Human,16,2.3333333333333335
ULM,Comprehensiveness,Human,17,3.6666666666666665
ULM,Comprehensiveness,Human,18,2.0
ULM,Comprehensiveness,Human,19,3.3333333333333335
ULM,Comprehensiveness,Human,20,1.6666666666666667
ULM,Comprehensiveness,Human,21,1.6666666666666667
ULM,Comprehensiveness,Human,22,3.0
ULM,Comprehensiveness,Human,23,2.3333333333333335
ULM,Comprehensiveness,Human,24,3.3333333333333335
ULM,Comprehensiveness,Human,25,2.0
ULM,Comprehensiveness,Human,26,2.6666666666666665
ULM,Comprehensiveness,Human,27,3.0
ULM,Comprehensiveness,Human,28,3.3333333333333335
ULM,Comprehensiveness,Human,29,3.3333333333333335
ULM,Comprehensiveness,Human,30,3.0
ULM,Comprehensiveness,Human,31,3.0
ULM,Comprehensiveness,Human,32,3.3333333333333335
ULM,Comprehensiveness,Human,33,3.0
ULM,Comprehensiveness,Human,34,3.3333333333333335
ULM,Comprehensiveness,Human,35,3.0
ULM,Comprehensiveness,Human,36,3.0
ULM,Comprehensiveness,Human,37,3.0
ULM,Comprehensiveness,Human,38,3.3333333333333335
ULM,Comprehensiveness,Human,39,3.3333333333333335
ULM,Comprehensiveness,Human,40,2.3333333333333335
ULM,Comprehensiveness,Human,41,2.6666666666666665
ULM,Comprehensiveness,Human,42,2.6666666666666665
ULM,Comprehensiveness,Human,43,2.3333333333333335
ULM,Comprehensiveness,Human,44,2.6666666666666665
ULM,Comprehensiveness,Human,45,3.0
ULM,Comprehensiveness,Human,46,2.6666666666666665
ULM,Comprehensiveness,Human,47,2.0
ULM,Comprehensiveness,Human,48,2.0
ULM,Comprehensiveness,Human,49,2.3333333333333335
ULM,Comprehensiveness,Human,50,2.3333333333333335
ULM,Comprehensiveness,Human,51,2.3333333333333335
ULM,Comprehensiveness,Human,52,1.3333333333333333
ULM,Comprehensiveness,Human,53,1.6666666666666667
ULM,Comprehensiveness,Human,54,2.3333333333333335
ULM,Comprehensiveness,Human,55,2.6666666666666665
ULM,Comprehensiveness,Human,56,2.3333333333333335
ULM,Comprehensiveness,Human,57,2.6666666666666665
ULM,Comprehensiveness,Human,58,2.6666666666666665
ULM,Comprehensiveness,Human,59,2.6666666666666665
ULM,Comprehensiveness,Human,60,2.6666666666666665
ULM,Comprehensiveness,Human,61,3.0
ULM,Comprehensiveness,Human,62,3.0
ULM,Comprehensiveness,Human,63,3.0
ULM,Comprehensiveness,Human,64,3.0
ULM,Comprehensiveness,Human,65,1.6666666666666667
ULM,Comprehensiveness,Human,66,1.6666666666666667
ULM,Comprehensiveness,Human,67,1.6666666666666667
ULM,Comprehensiveness,Human,68,2.3333333333333335
ULM,Comprehensiveness,Human,69,2.3333333333333335
ULM,Comprehensiveness,Human,70,2.6666666666666665
ULM,Comprehensiveness,MAS,1,1.6666666666666667
ULM,Comprehensiveness,MAS,2,1.6666666666666667
ULM,Comprehensiveness,MAS,3,3.0
ULM,Comprehensiveness,MAS,4,2.0
ULM,Comprehensiveness,MAS,5,2.0
ULM,Comprehensiveness,MAS,6,2.3333333333333335
ULM,Comprehensiveness,MAS,7,1.6666666666666667
ULM,Comprehensiveness,MAS,8,3.0
ULM,Comprehensiveness,MAS,9,3.6666666666666665
ULM,Comprehensiveness,MAS,10,4.0
ULM,Comprehensiveness,MAS,11,3.6666666666666665
ULM,Comprehensiveness,MAS,12,4.0
ULM,Comprehensiveness,MAS,13,4.666666666666667
ULM,Comprehensiveness,MAS,14,4.0
ULM,Comprehensiveness,MAS,15,3.0
ULM,Comprehensiveness,MAS,16,3.3333333333333335
ULM,Comprehensiveness,MAS,17,4.0
ULM,Comprehensiveness,MAS,18,2.0
ULM,Comprehensiveness,MAS,19,2.3333333333333335
ULM,Comprehensiveness,MAS,20,4.0
ULM,Comprehensiveness,MAS,21,2.3333333333333335
ULM,Comprehensiveness,MAS,22,1.6666666666666667
ULM,Comprehensiveness,MAS,23,3.0
ULM,Comprehensiveness,MAS,24,4.0
ULM,Comprehensiveness,MAS,25,2.0
ULM,Comprehensiveness,MAS,26,3.3333333333333335
ULM,Comprehensiveness,MAS,27,3.3333333333333335
ULM,Comprehensiveness,MAS,28,3.3333333333333335
ULM,Comprehensiveness,MAS,29,3.0
ULM,Comprehensiveness,MAS,30,3.3333333333333335
ULM,Comprehensiveness,MAS,31,3.3333333333333335
ULM,Comprehensiveness,MAS,32,3.3333333333333335
ULM,Comprehensiveness,MAS,33,3.0
ULM,Comprehensiveness,MAS,34,3.3333333333333335
ULM,Comprehensiveness,MAS,35,3.3333333333333335
ULM,Comprehensiveness,MAS,36,3.3333333333333335
ULM,Comprehensiveness,MAS,37,3.0
ULM,Comprehensiveness,MAS,38,3.0
ULM,Comprehensiveness,MAS,39,3.0
ULM,Comprehensiveness,MAS,40,2.6666666666666665
ULM,Comprehensiveness,MAS,41,2.6666666666666665
ULM,Comprehensiveness,MAS,42,2.3333333333333335
ULM,Comprehensiveness,MAS,43,2.3333333333333335
ULM,Comprehensiveness,MAS,44,2.6666666666666665
ULM,Comprehensiveness,MAS,45,3.3333333333333335
ULM,Comprehensiveness,MAS,46,3.0
ULM,Comprehensiveness,MAS,47,3.6666666666666665
ULM,Comprehensiveness,MAS,48,3.6666666666666665
ULM,Comprehensiveness,MAS,49,2.6666666666666665
ULM,Comprehensiveness,MAS,50,2.3333333333333335
ULM,Comprehensiveness,MAS,51,1.6666666666666667
ULM,Comprehensiveness,MAS,52,1.6666666666666667
ULM,Comprehensiveness,MAS,53,1.6666666666666667
ULM,Comprehensiveness,MAS,54,2.0
ULM,Comprehensiveness,MAS,55,1.6666666666666667
ULM,Comprehensiveness,MAS,56,2.6666666666666665
ULM,Comprehensiveness,MAS,57,2.3333333333333335
ULM,Comprehensiveness,MAS,58,2.6666666666666665
ULM,Comprehensiveness,MAS,59,2.3333333333333335
ULM,Comprehensiveness,MAS,60,2.3333333333333335
ULM,Comprehensiveness,MAS,61,2.6666666666666665
ULM,Comprehensiveness,MAS,62,2.6666666666666665
ULM,Comprehensiveness,MAS,63,2.6666666666666665
ULM,Comprehensiveness,MAS,64,2.6666666666666665
ULM,Comprehensiveness,MAS,65,2.6666666666666665
ULM,Comprehensiveness,MAS,66,2.6666666666666665
ULM,Comprehensiveness,MAS,67,2.6666666666666665
ULM,Comprehensiveness,MAS,68,2.3333333333333335
ULM,Comprehensiveness,MAS,69,2.6666666666666665
ULM,Comprehensiveness,MAS,70,2.6666666666666665
ULM,Focus,Human,1,4.333333333333333
ULM,Focus,Human,2,4.0
ULM,Focus,Human,3,4.333333333333333
ULM,Focus,Human,4,4.333333333333333
ULM,Focus,Human,5,4.333333333333333
ULM,Focus,Human,6,4.0
ULM,Focus,Human,7,4.0
ULM,Focus,Human,8,4.0
ULM,Focus,Human,9,4.333333333333333
ULM,Focus,Human,10,4.333333333333333
ULM,Focus,Human,11,4.333333333333333
ULM,Focus,Human,12,4.333333333333333
ULM,Focus,Human,13,4.333333333333333
ULM,Focus,Human,14,4.333333333333333
ULM,Focus,Human,15,4.333333333333333
ULM,Focus,Human,16,4.333333333333333
ULM,Focus,Human,17,4.333333333333333
ULM,Focus,Human,18,4.333333333333333
ULM,Focus,Human,19,4.333333333333333
ULM,Focus,Human,20,4.333333333333333
ULM,Focus,Human,21,4.333333333333333
ULM,Focus,Human,22,5.0
ULM,Focus,Human,23,5.0
ULM,Focus,Human,24,5.0
ULM,Focus,Human,25,5.0
ULM,Focus,Human,26,5.0
ULM,Focus,Human,27,5.0
ULM,Focus,Human,28,5.0
ULM,Focus,Human,29,4.666666666666667
ULM,Focus,Human,30,5.0
ULM,Focus,Human,31,5.0
ULM,Focus,Human,32,5.0
ULM,Focus,Human,33,5.0
ULM,Focus,Human,34,5.0
ULM,Focus,Human,35,5.0
ULM,Focus,Human,36,5.0
ULM,Focus,Human,37,5.0
ULM,Focus,Human,38,5.0
ULM,Focus,Human,39,5.0
ULM,Focus,Human,40,5.0
ULM,Focus,Human,41,5.0
ULM,Focus,Human,42,5.0
ULM,Focus,Human,43,4.333333333333333
ULM,Focus,Human,44,4.333333333333333
ULM,Focus,Human,45,4.333333333333333
ULM,Focus,Human,46,4.333333333333333
ULM,Focus,Human,47,4.333333333333333
ULM,Focus,Human,48,4.333333333333333
ULM,Focus,Human,49,4.333333333333333
ULM,Focus,Human,50,4.333333333333333
ULM,Focus,Human,51,4.0
ULM,Focus,Human,52,4.0
ULM,Focus,Human,53,4.0
ULM,Focus,Human,54,4.0
ULM,Focus,Human,55,4.0
ULM,Focus,Human,56,4.0
ULM,Focus,Human,57,4.0
ULM,Focus,Human,58,4.0
ULM,Focus,Human,59,4.0
ULM,Focus,Human,60,4.0
ULM,Focus,Human,61,4.333333333333333
ULM,Focus,Human,62,4.333333333333333
ULM,Focus,Human,63,4.333333333333333
ULM,Focus,Human,64,4.333333333333333
ULM,Focus,Human,65,4.333333333333333
ULM,Focus,Human,66,4.333333333333333
ULM,Focus,Human,67,4.333333333333333
ULM,Focus,Human,68,4.0
ULM,Focus,Human,69,4.0
ULM,Focus,Human,70,4.0
ULM,Focus,MAS,1,4.333333333333333
ULM,Focus,MAS,2,4.333333333333333
ULM,Focus,MAS,3,4.333333333333333
ULM,Focus,MAS,4,4.333333333333333
ULM,Focus,MAS,5,4.333333333333333
ULM,Focus,MAS,6,4.333333333333333
ULM,Focus,MAS,7,4.333333333333333
ULM,Focus,MAS,8,4.333333333333333
ULM,Focus,MAS,9,4.333333333333333
ULM,Focus,MAS,10,4.0
ULM,Focus,MAS,11,4.333333333333333
ULM,Focus,MAS,12,4.333333333333333
ULM,Focus,MAS,13,5.0
ULM,Focus,MAS,14,4.333333333333333
ULM,Focus,MAS,15,4.333333333333333
ULM,Focus,MAS,16,4.333333333333333
ULM,Focus,MAS,17,4.333333333333333
ULM,Focus,MAS,18,4.333333333333333
ULM,Focus,MAS,19,4.333333333333333
ULM,Focus,MAS,20,4.333333333333333
ULM,Focus,MAS,21,3.6666666666666665
ULM,Focus,MAS,22,4.333333333333333
ULM,Focus,MAS,23,4.333333333333333
ULM,Focus,MAS,24,4.333333333333333
ULM,Focus,MAS,25,4.333333333333333
ULM,Focus,MAS,26,5.0
ULM,Focus,MAS,27,5.0
ULM,Focus,MAS,28,5.0
ULM,Focus,MAS,29,5.0
ULM,Focus,MAS,30,5.0
ULM,Focus,MAS,31,5.0
ULM,Focus,MAS,32,5.0
ULM,Focus,MAS,33,5.0
ULM,Focus,MAS,34,5.0
ULM,Focus,MAS,35,5.0
ULM,Focus,MAS,36,5.0
ULM,Focus,MAS,37,5.0
ULM,Focus,MAS,38,5.0
ULM,Focus,MAS,39,5.0
ULM,Focus,MAS,40,5.0
ULM,Focus,MAS,41,5.0
ULM,Focus,MAS,42,5.0
ULM,Focus,MAS,43,4.333333333333333
ULM,Focus,MAS,44,4.333333333333333
ULM,Focus,MAS,45,4.333333333333333
ULM,Focus,MAS,46,4.333333333333333
ULM,Focus,MAS,47,4.333333333333333
ULM,Focus,MAS,48,4.333333333333333
ULM,Focus,MAS,49,4.333333333333333
ULM,Focus,MAS,50,4.333333333333333
ULM,Focus,MAS,51,4.333333333333333
ULM,Focus,MAS,52,4.333333333333333
ULM,Focus,MAS,53,4.333333333333333
ULM,Focus,MAS,54,4.333333333333333
ULM,Focus,MAS,55,4.333333333333333
ULM,Focus,MAS,56,4.333333333333333
ULM,Focus,MAS,57,4.333333333333333
ULM,Focus,MAS,58,4.333333333333333
ULM,Focus,MAS,59,4.333333333333333
ULM,Focus,MAS,60,4.333333333333333
ULM,Focus,MAS,61,4.333333333333333
ULM,Focus,MAS,62,4.333333333333333
ULM,Focus,MAS,63,5.0
ULM,Focus,MAS,64,5.0
ULM,Focus,MAS,65,4.333333333333333
ULM,Focus,MAS,66,4.333333333333333
ULM,Focus,MAS,67,4.333333333333333
ULM,Focus,MAS,68,4.333333333333333
ULM,Focus,MAS,69,4.333333333333333
ULM,Focus,MAS,70,4.333333333333333
ULM,Guess resistance,Human,1,4.333333333333333
ULM,Guess resistance,Human,2,4.333333333333333
ULM,Guess resistance,Human,3,4.0
ULM,Guess resistance,Human,4,4.333333333333333
ULM,Guess resistance,Human,5,4.333333333333333
ULM,Guess resistance,Human,6,4.0
ULM,Guess resistance,Human,7,3.6666666666666665
ULM,Guess resistance,Human,8,3.3333333333333335
ULM,Guess resistance,Human,9,4.333333333333333
ULM,Guess resistance,Human,10,4.0
ULM,Guess resistance,Human,11,4.0
ULM,Guess resistance,Human,12,4.333333333333333
ULM,Guess resistance,Human,13,4.333333333333333
ULM,Guess resistance,Human,14,4.333333333333333
ULM,Guess resistance,Human,15,4.333333333333333
ULM,Guess resistance,Human,16,4.333333333333333
ULM,Guess resistance,Human,17,4.333333333333333
ULM,Guess resistance,Human,18,4.333333333333333
ULM,Guess resistance,Human,19,4.333333333333333
ULM,Guess resistance,Human,20,4.333333333333333
ULM,Guess resistance,Human,21,4.333333333333333
ULM,Guess resistance,Human,22,4.333333333333333
ULM,Guess resistance,Human,23,4.333333333333333
ULM,Guess resistance,Human,24,4.333333333333333
ULM,Guess resistance,Human,25,4.333333333333333
ULM,Guess resistance,Human,26,4.333333333333333
ULM,Guess resistance,Human,27,4.333333333333333
ULM,Guess resistance,Human,28,4.333333333333333
ULM,Guess resistance,Human,29,4.0
ULM,Guess resistance,Human,30,4.333333333333333
ULM,Guess resistance,Human,31,4.333333333333333
ULM,Guess resistance,Human,32,4.333333333333333
ULM,Guess resistance,Human,33,4.333333333333333
ULM,Guess resistance,Human,34,4.333333333333333
ULM,Guess resistance,Human,35,4.333333333333333
ULM,Guess resistance,Human,36,4.333333333333333
ULM,Guess resistance,Human,37,4.333333333333333
ULM,Guess resistance,Human,38,4.333333333333333
ULM,Guess resistance,Human,39,4.333333333333333
ULM,Guess resistance,Human,40,4.333333333333333
ULM,Guess resistance,Human,41,4.333333333333333
ULM,Guess resistance,Human,42,4.333333333333333
ULM,Guess resistance,Human,43,4.333333333333333
ULM,Guess resistance,Human,44,4.333333333333333
ULM,Guess resistance,Human,45,4.333333333333333
ULM,Guess resistance,Human,46,4.333333333333333
ULM,Guess resistance,Human,47,4.0
ULM,Guess resistance,Human,48,4.333333333333333
ULM,Guess resistance,Human,49,4.0
ULM,Guess resistance,Human,50,4.333333333333333
ULM,Guess resistance,Human,51,4.0
ULM,Guess resistance,Human,52,4.0
ULM,Guess resistance,Human,53,4.0
ULM,Guess resistance,Human,54,4.0
ULM,Guess resistance,Human,55,4.0
ULM,Guess resistance,Human,56,3.6666666666666665
ULM,Guess resistance,Human,57,4.0
ULM,Guess resistance,Human,58,3.6666666666666665
ULM,Guess resistance,Human,59,4.0
ULM,Guess resistance,Human,60,4.0
ULM,Guess resistance,Human,61,4.0
ULM,Guess resistance,Human,62,4.0
ULM,Guess resistance,Human,63,4.0
ULM,Guess resistance,Human,64,4.0
ULM,Guess resistance,Human,65,4.0
ULM,Guess resistance,Human,66,4.0
ULM,Guess resistance,Human,67,4.0
ULM,Guess resistance,Human,68,3.6666666666666665
ULM,Guess resistance,Human,69,3.6666666666666665
ULM,Guess resistance,Human,70,3.6666666666666665
ULM,Guess resistance,MAS,1,4.333333333333333
ULM,Guess resistance,MAS,2,4.333333333333333
ULM,Guess resistance,MAS,3,4.333333333333333
ULM,Guess resistance,MAS,4,4.333333333333333
ULM,Guess resistance,MAS,5,4.333333333333333
ULM,Guess resistance,MAS,6,4.333333333333333
ULM,Guess resistance,MAS,7,4.333333333333333
ULM,Guess resistance,MAS,8,4.333333333333333
ULM,Guess resistance,MAS,9,4.666666666666667
ULM,Guess resistance,MAS,10,5.0
ULM,Guess resistance,MAS,11,5.0
ULM,Guess resistance,MAS,12,5.0
ULM,Guess resistance,MAS,13,4.0
ULM,Guess resistance,MAS,14,4.333333333333333
ULM,Guess resistance,MAS,15,4.333333333333333
ULM,Guess resistance,MAS,16,5.0
ULM,Guess resistance,MAS,17,4.0
ULM,Guess resistance,MAS,18,4.333333333333333
ULM,Guess resistance,MAS,19,4.333333333333333
ULM,Guess resistance,MAS,20,4.333333333333333
ULM,Guess resistance,MAS,21,4.333333333333333
ULM,Guess resistance,MAS,22,4.333333333333333
ULM,Guess resistance,MAS,23,4.333333333333333
ULM,Guess resistance,MAS,24,4.333333333333333
ULM,Guess resistance,MAS,25,4.333333333333333
ULM,Guess resistance,MAS,26,4.333333333333333
ULM,Guess resistance,MAS,27,4.333333333333333
ULM,Guess resistance,MAS,28,3.6666666666666665
ULM,Guess resistance,MAS,29,4.333333333333333
ULM,Guess resistance,MAS,30,4.333333333333333
ULM,Guess resistance,MAS,31,4.333333333333333
ULM,Guess resistance,MAS,32,4.333333333333333
ULM,Guess resistance,MAS,33,4.333333333333333
ULM,Guess resistance,MAS,34,4.333333333333333
ULM,Guess resistance,MAS,35,4.333333333333333
ULM,Guess resistance,MAS,36,4.333333333333333
ULM,Guess resistance,MAS,37,4.333333333333333
ULM,Guess resistance,MAS,38,4.333333333333333
ULM,Guess resistance,MAS,39,4.333333333333333
ULM,Guess resistance,MAS,40,4.333333333333333
ULM,Guess resistance,MAS,41,4.333333333333333
ULM,Guess resistance,MAS,42,4.333333333333333
ULM,Guess resistance,MAS,43,4.333333333333333
ULM,Guess resistance,MAS,44,4.333333333333333
ULM,Guess resistance,MAS,45,4.333333333333333
ULM,Guess resistance,MAS,46,4.333333333333333
ULM,Guess resistance,MAS,47,5.0
ULM,Guess resistance,MAS,48,5.0
ULM,Guess resistance,MAS,49,4.333333333333333
ULM,Guess resistance,MAS,50,4.333333333333333
ULM,Guess resistance,MAS,51,4.333333333333333
ULM,Guess resistance,MAS,52,4.333333333333333
ULM,Guess resistance,MAS,53,4.333333333333333
ULM,Guess resistance,MAS,54,4.333333333333333
ULM,Guess resistance,MAS,55,4.333333333333333
ULM,Guess resistance,MAS,56,4.333333333333333
ULM,Guess resistance,MAS,57,4.333333333333333
ULM,Guess resistance,MAS,58,4.333333333333333
ULM,Guess resistance,MAS,59,4.333333333333333
ULM,Guess resistance,MAS,60,4.333333333333333
ULM,Guess resistance,MAS,61,4.333333333333333
ULM,Guess resistance,MAS,62,4.333333333333333
ULM,Guess resistance,MAS,63,4.333333333333333
ULM,Guess resistance,MAS,64,4.333333333333333
ULM,Guess resistance,MAS,65,4.333333333333333
ULM,Guess resistance,MAS,66,4.333333333333333
ULM,Guess resistance,MAS,67,4.333333333333333
ULM,Guess resistance,MAS,68,4.333333333333333
ULM,Guess resistance,MAS,69,4.333333333333333
ULM,Guess resistance,MAS,70,4.333333333333333
ULM,Completeness,Human,1,5.0
ULM,Completeness,Human,2,3.6666666666666665
ULM,Completeness,Human,3,5.0
ULM,Completeness,Human,4,5.0
ULM,Completeness,Human,5,5.0
ULM,Completeness,Human,6,5.0
ULM,Completeness,Human,7,5.0
ULM,Completeness,Human,8,4.333333333333333
ULM,Completeness,Human,9,5.0
ULM,Completeness,Human,10,5.0
ULM,Completeness,Human,11,5.0
ULM,Completeness,Human,12,5.0
ULM,Completeness,Human,13,5.0
ULM,Completeness,Human,14,5.0
ULM,Completeness,Human,15,5.0
ULM,Completeness,Human,16,5.0
ULM,Completeness,Human,17,5.0
ULM,Completeness,Human,18,5.0
ULM,Completeness,Human,19,5.0
ULM,Completeness,Human,20,5.0
ULM,Completeness,Human,21,5.0
ULM,Completeness,Human,22,5.0
ULM,Completeness,Human,23,5.0
ULM,Completeness,Human,24,5.0
ULM,Completeness,Human,25,5.0
ULM,Completeness,Human,26,5.0
ULM,Completeness,Human,27,5.0
ULM,Completeness,Human,28,5.0
ULM,Completeness,Human,29,5.0
ULM,Completeness,Human,30,5.0
ULM,Completeness,Human,31,5.0
ULM,Completeness,Human,32,5.0
ULM,Completeness,Human,33,5.0
ULM,Completeness,Human,34,5.0
ULM,Completeness,Human,35,5.0
ULM,Completeness,Human,36,5.0
ULM,Completeness,Human,37,5.0
ULM,Completeness,Human,38,5.0
ULM,Completeness,Human,39,5.0
ULM,Completeness,Human,40,5.0
ULM,Completeness,Human,41,5.0
ULM,Completeness,Human,42,5.0
ULM,Completeness,Human,43,5.0
ULM,Completeness,Human,44,5.0
ULM,Completeness,Human,45,5.0
ULM,Completeness,Human,46,5.0
ULM,Completeness,Human,47,5.0
ULM,Completeness,Human,48,5.0
ULM,Completeness,Human,49,5.0
ULM,Completeness,Human,50,5.0
ULM,Completeness,Human,51,5.0
ULM,Completeness,Human,52,5.0
ULM,Completeness,Human,53,5.0
ULM,Completeness,Human,54,5.0
ULM,Completeness,Human,55,5.0
ULM,Completeness,Human,56,5.0
ULM,Completeness,Human,57,5.0
ULM,Completeness,Human,58,5.0
ULM,Completeness,Human,59,5.0
ULM,Completeness,Human,60,5.0
ULM,Completeness,Human,61,5.0
ULM,Completeness,Human,62,5.0
ULM,Completeness,Human,63,5.0
