expert,rater_id,source_true,item_key,item_no,item_type,cognitive_level,guessed_mas,correct_source_guess,quality_score,quality_score_5,qgeval_total,qgeval_score_5,ulm_total,ulm_score_5
Expert 4,Expert 4,MAS,MAS_A3/A4_022_1,22,A3/A4,analysis,0,0,4.304347826086956,4.434782608695652,33.0,4.714285714285714,66.0,4.3125
Expert 4,Expert 4,MAS,MAS_A3/A4_023_1,23,A3/A4,analysis,0,0,4.3478260869565215,4.478260869565218,34.0,4.857142857142857,66.0,4.3125
Expert 4,Expert 4,MAS,MAS_A3/A4_024_1,24,A3/A4,analysis,0,0,4.391304347826087,4.543478260869565,33.0,4.714285714285714,68.0,4.46875
Expert 4,Expert 4,MAS,MAS_A3/A4_025_1,25,A3/A4,analysis,0,0,4.434782608695652,4.586956521739131,34.0,4.857142857142857,68.0,4.46875
Expert 4,Expert 4,MAS,MAS_A3/A4_026_1,26,A3/A4,analysis,0,0,4.434782608695652,4.586956521739131,34.0,4.857142857142857,68.0,4.46875
Expert 4,Expert 4,MAS,MAS_A3/A4_027_1,27,A3/A4,analysis,0,0,4.478260869565218,4.630434782608695,35.0,5.0,68.0,4.46875
Expert 4,Expert 4,MAS,MAS_A3/A4_028_1,28,A3/A4,analysis,0,0,4.478260869565218,4.630434782608695,35.0,5.0,68.0,4.46875
Expert 4,Expert 4,MAS,MAS_A3/A4_029_1,29,A3/A4,analysis,0,0,4.434782608695652,4.586956521739131,34.0,4.857142857142857,68.0,4.46875
Expert 4,Expert 4,MAS,MAS_A3/A4_030_1,30,A3/A4,analysis,0,0,4.260869565217392,4.4021739130434785,34.0,4.857142857142857,64.0,4.203125
Expert 4,Expert 4,MAS,MAS_A3/A4_031_1,31,A3/A4,analysis,0,0,4.260869565217392,4.4021739130434785,34.0,4.857142857142857,64.0,4.203125
Expert 4,Expert 4,MAS,MAS_A3/A4_032_1,32,A3/A4,analysis,0,0,4.260869565217392,4.4021739130434785,34.0,4.857142857142857,64.0,4.203125
Expert 4,Expert 4,MAS,MAS_B_001_1,1,B,comprehension,1,1,4.3478260869565215,4.478260869565218,34.0,4.857142857142857,66.0,4.3125
Expert 4,Expert 4,MAS,MAS_B_002_1,2,B,comprehension,1,1,4.391304347826087,4.521739130434782,35.0,5.0,66.0,4.3125
Expert 4,Expert 4,MAS,MAS_B_003_1,3,B,comprehension,1,1,4.260869565217392,4.391304347826087,35.0,5.0,63.0,4.125
Expert 4,Expert 4,MAS,MAS_X_001_1,1,X,comprehension,1,1,4.086956521739131,4.239130434782608,34.0,4.857142857142857,60.0,3.96875
Expert 4,Expert 4,MAS,MAS_X_013_1,13,X,comprehension,0,0,4.173913043478261,4.304347826086956,35.0,5.0,61.0,4.0
Expert 4,Expert 4,MAS,MAS_X_014_1,14,X,comprehension,1,1,4.217391304347826,4.358695652173913,35.0,5.0,62.0,4.078125
Expert 4,Expert 4,MAS,MAS_X_015_1,15,X,comprehension,1,1,4.304347826086956,4.456521739130435,35.0,5.0,64.0,4.21875
Expert 4,Expert 4,MAS,MAS_X_016_1,16,X,comprehension,1,1,4.565217391304348,4.728260869565218,35.0,5.0,70.0,4.609375
Expert 4,Expert 4,MAS,MAS_X_017_1,17,X,comprehension,1,1,4.565217391304348,4.717391304347826,35.0,5.0,70.0,4.59375
Expert 4,Expert 4,MAS,MAS_X_018_1,18,X,comprehension,1,1,4.0,4.130434782608695,34.0,4.857142857142857,58.0,3.8125
Expert 4,Expert 4,MAS,MAS_X_019_1,19,X,comprehension,0,0,4.260869565217392,4.4021739130434785,34.0,4.857142857142857,64.0,4.203125
Expert 4,Expert 4,MAS,MAS_A1_008_1,8,A1,recall,0,0,4.043478260869565,4.173913043478261,35.0,5.0,58.0,3.8125
Expert 4,Expert 4,MAS,MAS_A1_009_1,9,A1,recall,1,1,4.043478260869565,4.173913043478261,35.0,5.0,58.0,3.8125
Expert 4,Expert 4,MAS,MAS_A1_010_1,10,A1,recall,0,0,4.043478260869565,4.173913043478261,35.0,5.0,58.0,3.8125
Expert 4,Expert 4,MAS,MAS_A2_018_1,18,A2,application,0,0,4.130434782608695,4.271739130434782,35.0,5.0,60.0,3.953125
Expert 4,Expert 4,MAS,MAS_A2_019_1,19,A2,application,0,0,4.086956521739131,4.217391304347826,35.0,5.0,59.0,3.875
Expert 4,Expert 4,MAS,MAS_A2_020_1,20,A2,application,0,0,4.130434782608695,4.271739130434782,35.0,5.0,60.0,3.953125
Expert 4,Expert 4,MAS,MAS_A2_021_1,21,A2,application,0,0,4.086956521739131,4.228260869565218,33.0,4.714285714285714,61.0,4.015625
Expert 4,Expert 4,MAS,MAS_A2_022_1,22,A2,application,0,0,4.130434782608695,4.271739130434782,33.0,4.714285714285714,62.0,4.078125
Expert 4,Expert 4,MAS,MAS_A2_023_1,23,A2,application,0,0,4.130434782608695,4.271739130434782,35.0,5.0,60.0,3.953125
Expert 4,Expert 4,MAS,MAS_A2_024_1,24,A2,application,0,0,4.130434782608695,4.271739130434782,33.0,4.714285714285714,62.0,4.078125
Expert 4,Expert 4,MAS,MAS_A3/A4_015_1,15,A3/A4,analysis,0,0,4.217391304347826,4.369565217391305,35.0,5.0,62.0,4.09375
Expert 4,Expert 4,MAS,MAS_A3/A4_016_1,16,A3/A4,analysis,0,0,4.217391304347826,4.369565217391305,35.0,5.0,62.0,4.09375
Expert 4,Expert 4,MAS,MAS_A3/A4_017_1,17,A3/A4,analysis,0,0,4.260869565217392,4.413043478260869,35.0,5.0,63.0,4.15625
Expert 4,Expert 4,MAS,MAS_A3/A4_018_1,18,A3/A4,analysis,0,0,4.260869565217392,4.413043478260869,35.0,5.0,63.0,4.15625
Expert 4,Expert 4,MAS,MAS_B_004_1,4,B,comprehension,0,0,4.434782608695652,4.586956521739131,35.0,5.0,67.0,4.40625
Expert 4,Expert 4,MAS,MAS_B_005_1,5,B,comprehension,0,0,4.434782608695652,4.586956521739131,35.0,5.0,67.0,4.40625
Expert 4,Expert 4,MAS,MAS_B_006_1,6,B,comprehension,0,0,4.434782608695652,4.586956521739131,35.0,5.0,67.0,4.40625
Expert 4,Expert 4,MAS,MAS_X_009_1,9,X,comprehension,0,0,4.173913043478261,4.326086956521739,35.0,5.0,61.0,4.03125
Expert 4,Expert 4,MAS,MAS_X_010_1,10,X,comprehension,0,0,4.173913043478261,4.326086956521739,35.0,5.0,61.0,4.03125
Expert 4,Expert 4,MAS,MAS_X_011_1,11,X,comprehension,0,0,4.173913043478261,4.326086956521739,35.0,5.0,61.0,4.03125
