answer_key,answer_key_from_report,blueprint_cognitive_level,char_count,cognitive_level,difficulty,discrimination,flesch_reading_ease,fuzzywuzzy_ratio_max,has_vignette,header_item_type,item_id,item_type,llm_score_5_mean,llm_score_5_sd,llm_侧重性_mean,llm_公平性_mean,llm_反馈性_mean,llm_可解性_mean,llm_完整性_mean,llm_思维性_mean,llm_排他性_mean,llm_明确性_mean,llm_正确性_mean,llm_流畅性_mean,llm_目标性_mean,llm_答案解析专门评分_mean,llm_绝对性_mean,llm_综合性_mean,llm_迷惑性_mean,llm_防猜性_mean,machine_proxy_answer_validity_mean,machine_proxy_blueprint_relevance_mean,machine_proxy_cognitive_feedback_mean,machine_proxy_item_design_mean,machine_proxy_presentation_clarity_mean,machine_proxy_quality_score_mean,machine_proxy_quality_score_sd,n_machine_runs,n_responses,ngram_jaccard_max,paper,paper_item_no,qgeval_score_5_mean,qgeval_score_5_sd,qgeval_一致性_mean,qgeval_可回答性_mean,qgeval_流畅性_mean,qgeval_清晰度_mean,qgeval_相关性_mean,qgeval_答案一致性_mean,qgeval_简洁性_mean,screen_critical_defect_proxy,screen_major_defect_proxy,sentencebert_cosine_max,source_item_id,source_true,test_point,topic,question_text
B,B,application,127,application,0.94,0.16613811928802416,121.22000000000003,42.0,1,A2,M016,A2,3.859375,0.05983919423477113,3.75,3.0,4.0,5.0,5.0,2.25,4.0,3.0,5.0,5.0,4.0,4.0,5.0,1.0,3.75,4.0,4.958333333333333,4.375,2.9166666666666665,4.25,4.611111111111112,4.222222222222222,0.030429030972509444,4,50,15.0,M,16,4.928571428571429,0.1428571428571428,5.0,5.0,5.0,5.0,4.75,4.75,5.0,0,0,0.8410736918449402,157,MAS,泌尿系统梗阻-肾积水,Obstruction,"男婴，8个月。因“发现腹部包块1周”就诊。查体：左腹部可触及一囊性包块，表面光滑。B超提示左肾重度积水，肾皮质变薄，肾盂肾盏明显扩张，输尿管未见显示。该患儿肾积水最可能的梗阻部位是
A. 肾盂内
B. 肾盂输尿管连接处
C. 输尿管膀胱连接处
D. 输尿管中段
E. 后尿道"
A,A,recall,85,knowledge,0.96,0.18049620052576804,121.22000000000003,48.0,0,A1,M017,A1,3.65625,0.10825317547305482,4.0,3.0,3.0,5.0,3.5,1.0,4.75,3.0,5.0,5.0,4.0,3.0,5.0,1.25,4.0,4.0,5.0,4.4375,2.0625,3.833333333333333,4.736111111111111,4.013888888888889,0.11262852740396281,4,50,19.0,M,17,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,4.75,5.0,5.0,0,0,0.9107542634010315,139,MAS,尿路结石-膀胱结石,Stones,"膀胱结石最典型的临床表现是
A. 排尿困难伴尿流中断，改变体位后可继续排尿
B. 无痛性肉眼血尿
C. 尿频、尿急、尿痛，无排尿中断
D. 进行性排尿困难，尿线变细
E. 腰部绞痛伴镜下血尿"
D,D,application,100,application,0.46,0.337299406938518,121.22000000000003,50.0,1,A2,M018,A2,3.75,0.0,3.0,3.0,4.0,5.0,5.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,1.0,3.0,4.0,5.0,4.25,2.833333333333333,4.0,4.569444444444445,4.1305555555555555,0.016666666666666163,4,50,28.0,M,18,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0,0,0.820811927318573,104,MAS,尿路结石-概述,Stones,"女，55岁。因反复尿路感染就诊，尿常规检查提示pH值为7.8。腹部X线平片发现右肾区有一鹿角形高密度影。该患者尿液中形成的结石最可能是
A. 尿酸结石
B. 草酸结石
C. 胱氨酸结石
D. 磷酸盐结石
E. 黄嘌呤结石"
B,B,application,141,application,0.92,0.3565716614346303,-217.17999999999998,52.0,1,A2,M019,A2,3.84375,0.03608439182435161,4.0,3.0,4.0,5.0,5.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,1.0,3.75,3.75,5.0,4.5,2.833333333333333,4.166666666666666,4.611111111111112,4.222222222222221,0.038490017945975424,4,50,17.0,M,19,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0.8415475487709045,140,MAS,泌尿、男性生殖系统肿瘤-前列腺癌,Tumors,"男，68岁。因排尿困难、尿频、尿线变细3个月就诊。直肠指检发现前列腺左叶可触及一质硬结节，边界不清。血清前列腺特异性抗原（PSA）为15ng/ml。为明确诊断，下一步最可靠的检查方法是
A. 盆腔CT平扫
B. 经直肠前列腺穿刺活检
C. 盆腔MRI增强扫描
D. 全身核素骨扫描
E. 经腹前列腺超声"
A,A,application,161,application,0.9,0.42159303204602855,77.90500000000002,43.0,1,A2,M020,A2,3.96875,0.03608439182435161,3.75,3.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,3.75,5.0,4.6875,3.1666666666666665,3.9166666666666665,4.736111111111111,4.301388888888889,0.02846375212766545,4,50,12.0,M,20,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,0.8340749144554138,68,MAS,尿路感染-无症状细菌尿,Infection,"女，72岁。因“头晕、乏力”就诊，无尿频、尿急、尿痛、发热及腰痛。既往有2型糖尿病史10年。查体：BP 150/90mmHg，双肾区无叩痛。尿常规：蛋白（-），白细胞0~1/HP，亚硝酸盐（-）。为明确是否存在无症状性尿路感染，首选的检查是
A. 清洁中段尿细菌定量培养
B. 泌尿系超声
C. 尿蛋白定量
D. 尿沉渣镜检
E. 静脉肾盂造影"
E,E,application,189,application,0.68,0.34726823196665135,121.22000000000003,33.0,1,A2,M021,A2,4.28125,0.0625,4.0,3.0,4.0,5.0,4.5,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.25,4.0,3.75,5.0,4.75,4.3125,4.083333333333333,4.736111111111111,4.576388888888889,0.08093779046851907,4,50,12.0,M,21,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,0.7909097671508789,92,MAS,泌尿、男性生殖系统结核-泌尿系统结核,Tuberculosis,"男，42岁。因“反复腰痛伴低热、乏力2个月”入院。患者1年前曾患肺结核。查体：体温37.5℃，右肾区叩击痛阳性。尿常规：白细胞（+），红细胞（++）。静脉尿路造影提示右肾上盏边缘虫蚀样改变，部分肾盂肾盏扩张。决定该患者治疗方案（药物保守或手术）的主要依据是
A. 膀胱刺激症状的严重程度
B. 血尿的严重程度
C. 尿中是否找到抗酸杆菌
D. 膀胱镜检查结果
E. 静脉尿路造影显示的病变范围与程度"
C,C,application,176,application,0.92,-0.020252710247134553,-217.17999999999998,32.0,1,A2,M022,A2,3.90625,0.0625,4.0,3.0,3.75,5.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,1.0,3.75,4.0,4.958333333333333,4.5,3.1041666666666665,4.25,4.569444444444445,4.276388888888889,0.05672382737961684,4,50,12.0,M,22,4.928571428571429,0.1428571428571428,5.0,5.0,5.0,5.0,5.0,4.75,4.75,0,0,0.8043192028999329,144,MAS,泌尿、男性生殖系统肿瘤-前列腺癌,Tumors,"男，65岁。因PSA升高（12ng/ml）行前列腺穿刺活检，病理确诊为前列腺腺癌。盆腔MRI及全身骨扫描评估后，临床分期为T2bN0M0。患者一般情况良好，预期寿命超过10年。针对该患者目前情况，最佳的治疗方案是
A. 口服抗雄激素药物（如比卡鲁胺）
B. 双侧睾丸切除术
C. 根治性前列腺切除术
D. 皮下注射促黄体生成素释放激素类似物（LHRH-a）
E. 全身化疗"
D,D,recall,62,knowledge,0.44,0.44552609553815953,121.22000000000003,77.0,1,A1,M023,A1,3.90625,0.08068715304598785,4.0,3.0,3.75,5.0,3.5,2.25,5.0,3.0,5.0,5.0,4.0,4.25,5.0,2.0,3.75,4.0,5.0,4.5,3.1666666666666665,3.75,4.777777777777778,4.238888888888889,0.0827759134763964,4,50,38.0,M,23,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0.796940803527832,182,MAS,泌尿、男性生殖系统肿瘤-睾丸肿瘤,Tumors,"青年男性，单侧睾丸增大、质硬、有沉重感，应首先考虑的疾病是
A. 睾丸鞘膜积液
B. 急性睾丸炎
C. 睾丸扭转
D. 睾丸肿瘤
E. 睾丸结核"
C,C,recall,47,knowledge,0.52,0.16003681818509258,121.22000000000003,45.0,0,A1,M024,A1,3.890625,0.05983919423477113,4.0,3.0,3.75,5.0,5.0,1.0,4.0,3.0,5.0,5.0,5.0,4.25,5.0,1.25,4.0,4.0,5.0,4.75,2.5625,4.333333333333333,4.569444444444445,4.243055555555555,0.0416666666666669,4,50,28.0,M,24,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0,0,0.5272597074508667,262,MAS,泌尿、男性生殖系统先天性畸形及其他疾病-精索静脉曲张,Andrology/Pelvic floor,"精索静脉曲张呈海蛇团状，平静状态下可触及，其分度应为
A. 一度
B. 二度
C. 三度
D. 四度
E. 亚临床"
A,A,application,154,application,0.48,0.3153606019237066,-555.5799999999999,34.0,1,A2,M025,A2,4.171875,0.07864410870073697,4.0,3.0,4.0,5.0,5.0,3.0,4.75,3.0,5.0,5.0,5.0,4.25,5.0,4.0,3.0,3.75,5.0,4.75,3.9791666666666665,3.9166666666666665,4.694444444444445,4.468055555555555,0.05335936864527399,4,50,13.0,M,25,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0,0,0.7754068374633789,313,MAS,泌尿、男性生殖系统肿瘤-前列腺癌,Tumors,"男，65岁。因“排尿不畅2年”行经尿道前列腺电切术（TURP）。术后病理回报：前列腺腺癌，Gleason评分3+4=7分，肿瘤局限于前列腺内，约占切除组织的5%。术前血清PSA为4.2ng/ml。根据术后病理，该患者前列腺癌的TNM分期（T分期）最可能是
A. T1期
B. T2期
C. T3a期
D. T3b期
E. T4期"
A,A,analysis,147,reasoning,0.44,0.011356997916988769,-301.78,27.0,1,A4,M026,A3/A4,4.265625,0.09375,4.0,3.0,4.0,5.0,5.0,4.0,4.75,3.0,5.0,5.0,5.0,4.0,5.0,4.0,3.75,3.75,5.0,4.75,4.25,4.166666666666666,4.736111111111111,4.580555555555556,0.08333333333333304,4,50,12.0,M,26,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0.7866222858428955,173,MAS,泌尿系统梗阻-肾积水,Obstruction,"(1) 男，38岁，因“右侧腰部胀痛伴间歇性镜下血尿1年”就诊。B超提示：右肾盂分离3.5cm，右输尿管上段扩张，右肾皮质变薄。左肾未见异常。为明确右肾积水的原因，首选的检查是
A. 静脉尿路造影（IVU）
B. 逆行肾盂造影
C. CT尿路成像（CTU）
D. 磁共振尿路成像（MRU）
E. 放射性核素肾动态显像"
E,E,analysis,70,reasoning,0.72,0.4208447087149702,-301.78,27.0,1,A4,M027,A3/A4,4.265625,0.09375,4.0,3.0,4.0,5.0,5.0,4.0,4.75,3.0,5.0,5.0,5.0,4.0,5.0,4.0,3.75,3.75,5.0,4.75,4.25,4.166666666666666,4.736111111111111,4.580555555555556,0.08333333333333304,4,50,12.0,M,27,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0.7866222858428955,173,MAS,泌尿系统梗阻-肾积水,Obstruction,"(2) 若想同时了解该患者右肾积水后的肾功能状况及其梗阻程度，最有价值的检查方法是
A. 逆行肾盂造影
B. MRI
C. CT
D. B超
E. 放射性核素肾图"
C,C,analysis,99,reasoning,0.56,0.07766726903334407,-301.78,27.0,1,A4,M028,A3/A4,4.265625,0.09375,4.0,3.0,4.0,5.0,5.0,4.0,4.75,3.0,5.0,5.0,5.0,4.0,5.0,4.0,3.75,3.75,5.0,4.75,4.25,4.166666666666666,4.736111111111111,4.580555555555556,0.08333333333333304,4,50,12.0,M,28,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0.7866222858428955,173,MAS,泌尿系统梗阻-肾积水,Obstruction,"(3) 放射性核素肾图检查提示该患者右肾呈梗阻型曲线，GFR明显降低。下一步最合适的治疗是
A. 继续观察，定期复查
B. 口服抗生素预防感染
C. 行右肾盂输尿管连接部成形术
D. 行右肾切除术
E. 行右肾造瘘术引流"
A,A,analysis,209,reasoning,0.26,0.059661246480181264,-809.3799999999999,30.0,1,A4,M029,A3/A4,4.078125,0.03125,5.0,3.0,4.0,5.0,3.5,2.0,4.75,3.25,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.75,4.958333333333333,5.0,3.333333333333333,3.75,4.791666666666667,4.366666666666667,0.01571348402636725,4,50,8.0,M,29,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0,0,0.9002728462219238,433,MAS,泌尿系统梗阻-良性前列腺增生、泌尿、男性生殖系统肿瘤-前列腺癌,Tumors,"(1) 男性，60岁，因“进行性排尿困难2年，加重伴夜尿增多3个月”就诊。患者2年前出现排尿踌躇、尿线变细，近3个月夜尿达4-5次，严重影响睡眠。直肠指检：前列腺Ⅱ度增大，表面光滑，质韧，中央沟变浅，未触及明确硬结。血清总前列腺特异性抗原（tPSA）检测结果为8.5ng/ml。为初步评估前列腺增生程度及残余尿量，首选的检查是
A. 泌尿系统B超（经腹或经直肠）
B. 尿流率检查
C. 前列腺MRI
D. 前列腺穿刺活检
E. 膀胱镜检查"
D,D,analysis,143,reasoning,0.26,0.3829914753140054,-809.3799999999999,30.0,1,A4,M030,A3/A4,4.078125,0.03125,5.0,3.0,4.0,5.0,3.5,2.0,4.75,3.25,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.75,4.958333333333333,5.0,3.333333333333333,3.75,4.791666666666667,4.366666666666667,0.01571348402636725,4,50,8.0,M,30,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0,0,0.9002728462219238,433,MAS,泌尿系统梗阻-良性前列腺增生、泌尿、男性生殖系统肿瘤-前列腺癌,Tumors,"(2) B超提示前列腺体积增大，以中叶为著，突入膀胱，残余尿量约80ml。患者tPSA水平轻度升高，为排除前列腺癌，下一步最可靠的检查方法是
A. 复查tPSA及游离PSA（fPSA）
B. 经直肠前列腺超声（TRUS）
C. 前列腺多参数磁共振（mp-MRI）
D. 前列腺系统性穿刺活检
E. 全身骨扫描"
B,D,analysis,127,reasoning,0.76,0.2513355975859116,-809.3799999999999,30.0,1,A4,M031,A3/A4,4.078125,0.03125,5.0,3.0,4.0,5.0,3.5,2.0,4.75,3.25,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.75,4.958333333333333,5.0,3.333333333333333,3.75,4.791666666666667,4.366666666666667,0.01571348402636725,4,50,8.0,M,31,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0,0,0.9002728462219238,433,MAS,泌尿系统梗阻-良性前列腺增生、泌尿、男性生殖系统肿瘤-前列腺癌,Tumors,"(3) 若前列腺穿刺活检病理结果为良性前列腺增生，未见癌。针对患者目前的排尿困难症状，首选的治疗方案是
A. 观察等待
B. 口服α受体阻滞剂（如坦索罗辛）
C. 口服5α还原酶抑制剂（如非那雄胺）
D. α受体阻滞剂联合5α还原酶抑制剂
E. 经尿道前列腺电切术（TURP）"
D,B,analysis,241,reasoning,0.82,0.25529671530030795,-217.17999999999998,23.0,1,A4,M032,A3/A4,4.203125,0.09375,5.0,3.0,4.0,5.0,3.5,3.25,5.0,3.25,5.0,5.0,5.0,4.0,5.0,3.25,4.0,4.0,5.0,5.0,3.8125,3.833333333333333,4.791666666666667,4.487500000000001,0.07939781071086925,4,50,7.0,M,32,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,0.779958963394165,479,MAS,尿路结石-概述、尿路结石-上尿路结石,Stones,"(1) 女，28岁，孕18周。因“突发右侧腰腹部剧烈绞痛2小时，伴恶心、呕吐”急诊。疼痛呈阵发性，向会阴部放射。呕吐胃内容物2次。无发热、血尿。查体：生命体征平稳，痛苦面容，右侧肾区叩击痛阳性。尿常规检查：尿蛋白（-），红细胞满视野/HP，白细胞0-2个/HP。泌尿系B超提示：右肾集合系统分离，肾盂前后径约2.5cm，右输尿管上段轻度扩张；左肾及输尿管未见异常。宫内胎儿情况良好。该孕妇最可能的诊断是
A. 右侧急性肾盂肾炎
B. 右侧输尿管结石
C. 卵巢囊肿蒂扭转
D. 急性阑尾炎
E. 胎盘早剥"
C,D,analysis,98,reasoning,0.74,0.31514594122484085,-217.17999999999998,23.0,0,A4,M033,A3/A4,4.203125,0.09375,5.0,3.0,4.0,5.0,3.5,3.25,5.0,3.25,5.0,5.0,5.0,4.0,5.0,3.25,4.0,4.0,5.0,5.0,3.8125,3.833333333333333,4.791666666666667,4.487500000000001,0.07939781071086925,4,50,7.0,M,33,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,0.779958963394165,479,MAS,尿路结石-概述、尿路结石-上尿路结石,Stones,"(2) 为明确结石位置、大小及评估肾功能，同时避免胎儿辐射暴露，下一步最适宜的检查是
A. 腹部X线平片（KUB）
B. 静脉尿路造影（IVU）
C. 腹部CT平扫
D. 磁共振尿路成像（MRU）
E. 放射性核素肾图"
D,C,analysis,112,reasoning,0.86,-0.03060640986159691,-217.17999999999998,23.0,1,A4,M034,A3/A4,4.203125,0.09375,5.0,3.0,4.0,5.0,3.5,3.25,5.0,3.25,5.0,5.0,5.0,4.0,5.0,3.25,4.0,4.0,5.0,5.0,3.8125,3.833333333333333,4.791666666666667,4.487500000000001,0.07939781071086925,4,50,7.0,M,34,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,0.779958963394165,479,MAS,尿路结石-概述、尿路结石-上尿路结石,Stones,"(3) 患者经解痉、止痛、补液等保守治疗后疼痛缓解。复查B超提示右肾积水无明显加重。后续处理原则是
A. 立即行输尿管镜碎石取石术
B. 行经皮肾穿刺造瘘术
C. 继续保守治疗，定期复查B超
D. 建议终止妊娠后再处理结石
E. 行体外冲击波碎石"
B,D,analysis,150,reasoning,0.38,0.34309928643482157,-134.60999999999996,32.0,1,A4,M035,A3/A4,4.359375,0.07864410870073697,4.75,3.0,4.0,5.0,5.0,4.0,5.0,3.25,5.0,5.0,5.0,4.0,5.0,4.0,3.75,4.0,5.0,4.9375,4.25,4.25,4.791666666666667,4.645833333333333,0.0680980592896183,4,50,8.0,M,35,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,0.7690925598144531,558,MAS,泌尿、男性生殖系统肿瘤-前列腺癌,Tumors,"(1) 男性，78岁，因“腰骶部持续性疼痛2个月，加重伴排尿困难1周”入院。患者疼痛夜间明显，影响睡眠。直肠指检：前列腺Ⅲ度增大，表面可触及质硬结节，边界不清，指套退出无染血。血清总PSA 82.0 ng/ml。该患者最可能的诊断是
A. 良性前列腺增生
B. 前列腺结核
C. 前列腺肉瘤
D. 前列腺癌
E. 慢性前列腺炎"
C,B,analysis,74,reasoning,0.74,0.3882815724919665,-134.60999999999996,32.0,0,A4,M036,A3/A4,4.359375,0.07864410870073697,4.75,3.0,4.0,5.0,5.0,4.0,5.0,3.25,5.0,5.0,5.0,4.0,5.0,4.0,3.75,4.0,5.0,4.9375,4.25,4.25,4.791666666666667,4.645833333333333,0.0680980592896183,4,50,8.0,M,36,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,0.7690925598144531,558,MAS,泌尿、男性生殖系统肿瘤-前列腺癌,Tumors,"(2) 为明确肿瘤分期，下一步最应进行的检查是
A. 经直肠前列腺超声（TRUS）
B. 全身骨显像（ECT）
C. 盆腔CT平扫
D. 前列腺穿刺活检
E. 腹部MRI"
D,C,analysis,115,reasoning,0.78,0.29979144735053453,-134.60999999999996,32.0,1,A4,M037,A3/A4,4.359375,0.07864410870073697,4.75,3.0,4.0,5.0,5.0,4.0,5.0,3.25,5.0,5.0,5.0,4.0,5.0,4.0,3.75,4.0,5.0,4.9375,4.25,4.25,4.791666666666667,4.645833333333333,0.0680980592896183,4,50,8.0,M,37,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,0.7690925598144531,558,MAS,泌尿、男性生殖系统肿瘤-前列腺癌,Tumors,"(3) 若骨显像提示腰椎（L3、L4）存在放射性浓聚灶，前列腺穿刺活检确诊为前列腺腺癌，Gleason评分4+5=9分。根据TNM分期，该患者最可能属于
A. T₂N₀M₀
B. T₃N₀M₀
C. T₄N₀M₁
D. T₃N₁M₀
E. T₂N₀M₁"
C,D,analysis,146,reasoning,0.68,0.2718282783187749,-47.97999999999996,44.0,1,A4,M038,A3/A4,4.078125,0.03125,5.0,3.0,4.0,5.0,3.5,2.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,3.75,4.0,5.0,5.0,3.333333333333333,3.75,4.736111111111111,4.363888888888889,0.016666666666666163,4,50,16.0,M,38,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,0.8109114170074463,490,MAS,泌尿系统外伤-肾外伤,Trauma,"(1) 男，35岁。左腰部被钝物撞击后出现持续性钝痛1天。查体：生命体征平稳，血压125/85mmHg，心率80次/分。左肾区叩痛明显，腹部平坦，无肌紧张、压痛及反跳痛。尿常规检查：红细胞5～10个/高倍视野。该患者最可能的诊断是
A. 肾部分裂伤
B. 肾全层裂伤
C. 肾蒂损伤
D. 肾挫伤
E. 肾盂撕裂伤"
A,C,analysis,68,reasoning,0.94,0.3496040882323545,-47.97999999999996,44.0,0,A4,M039,A3/A4,4.078125,0.03125,5.0,3.0,4.0,5.0,3.5,2.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,3.75,4.0,5.0,5.0,3.333333333333333,3.75,4.736111111111111,4.363888888888889,0.016666666666666163,4,50,16.0,M,39,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,0.8109114170074463,490,MAS,泌尿系统外伤-肾外伤,Trauma,"(2) 为明确肾损伤程度及范围，应首选的检查是
A. 腹部B超
B. 静脉尿路造影（IVU）
C. 腹部CT平扫+增强
D. 肾动脉造影
E. 放射性核素肾图"
C,A,comprehension,102,knowledge,0.44,0.09841777871972154,-47.97999999999996,44.0,0,A4,M040,B,4.078125,0.03125,5.0,3.0,4.0,5.0,3.5,2.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,3.75,4.0,5.0,5.0,3.333333333333333,3.75,4.736111111111111,4.363888888888889,0.016666666666666163,4,50,16.0,M,40,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,0.8109114170074463,490,MAS,泌尿系统外伤-肾外伤,Trauma,"(3) 若CT检查证实为单纯性肾挫伤，包膜完整，无活动性出血，下一步最佳处理是
A. 绝对卧床休息，密切观察生命体征及尿液变化
B. 立即行肾部分切除术
C. 行肾动脉栓塞术
D. 预防性使用广谱抗生素
E. 急诊行剖腹探查术"
E,C,comprehension,90,knowledge,0.76,0.4843569608211112,121.22000000000003,28.0,1,B,M041,B,3.953125,0.05983919423477113,3.75,3.0,3.75,5.0,5.0,2.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0,3.75,5.0,4.6875,3.020833333333333,4.25,4.569444444444445,4.305555555555555,0.05931710140017424,4,50,28.0,M,41,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0,0,0.8852803707122803,122,MAS,尿路结石-上尿路结石,Stones,"(1) 患者，男，45岁，右肾盂结石2.0cm，右肾轻度积水，肾功能正常，无感染。首选的治疗方法是
A. 肾盂切开取石
B. 药物排石
C. 体外冲击波碎石
D. 多饮水密切随访
E. 经皮肾镜碎石取石"
D,E,comprehension,106,knowledge,0.54,0.2036205946998004,121.22000000000003,28.0,1,B,M042,B,3.953125,0.05983919423477113,3.75,3.0,3.75,5.0,5.0,2.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0,3.75,5.0,4.6875,3.020833333333333,4.25,4.569444444444445,4.305555555555555,0.05931710140017424,4,50,28.0,M,42,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0,0,0.8852803707122803,122,MAS,尿路结石-上尿路结石,Stones,"(2) 患者，女，50岁，左肾盂结石2.8cm，左肾中度积水，IVP显示肾功能良好。针对该结石大小和肾积水情况，最适宜的治疗方法是
A. 肾盂切开取石
B. 药物排石
C. 体外冲击波碎石
D. 多饮水密切随访
E. 经皮肾镜碎石取石"
ABD,ABD,analysis,53,reasoning,0.02,-0.26455557988467104,36.62000000000003,51.0,0,X,M043,X,3.828125,0.03125,4.0,3.0,3.75,5.0,1.5,2.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,2.25,4.0,3.75,5.0,4.75,2.833333333333333,3.0833333333333335,5.0,4.133333333333333,0.0235702260395515,4,50,16.0,M,43,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0.7890005111694336,149,MAS,泌尿、男性生殖系统肿瘤-肾肿瘤（肾癌、肾母细胞瘤、肾血管平滑肌脂肪瘤）,Tumors,"肾母细胞瘤（Wilms瘤）常见的临床表现包括
A. 无症状的腹部巨大包块
B. 腹痛
C. 肉眼血尿
D. 高血压
E. 发热"
ABC,ABC,analysis,111,reasoning,0.16,0.3271681175727526,121.22000000000003,27.0,0,X,M044,X,3.796875,0.03125,3.75,3.0,3.75,5.0,1.5,2.25,5.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,3.75,3.75,4.958333333333333,4.6875,2.8541666666666665,3.0,5.0,4.1,0.05773502691896263,4,50,10.0,M,44,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0,1,0.8432117700576782,159,MAS,泌尿、男性生殖系统肿瘤-尿路上皮肿瘤（膀胱肿瘤，肾盂、输尿管癌）,Tumors,"关于膀胱癌的病理学特征，下列说法正确的有
A. 最常见的组织类型是移行细胞癌
B. 病理上最重要的因素是浸润深度
C. 鳞癌的发生常与长期慢性感染或结石刺激有关
D. 腺癌多发生于膀胱三角区和顶部
E. 所有类型的膀胱癌预后主要取决于组织类型"
ABCDE,ABCDE,analysis,152,reasoning,0.62,0.12988804602567278,-132.57999999999996,36.0,0,X,M045,X,3.859375,0.05983919423477113,4.0,3.0,2.25,3.5,5.0,2.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,4.75,4.6875,2.645833333333333,4.333333333333333,4.777777777777778,4.238888888888889,0.033333333333333215,4,50,14.0,M,45,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,4.75,5.0,5.0,0,0,0.8421105146408081,664,MAS,泌尿、男性生殖系统先天性畸形及其他疾病-鞘膜积液、泌尿、男性生殖系统结核-男性生殖系统结核、泌尿、男性生殖系统肿瘤-睾丸肿瘤,Tumors,"关于阴囊内疾病的鉴别诊断，下列说法正确的有
A. 睾丸肿瘤多为实质性肿块，质硬，无痛，透光试验阴性
B. 睾丸鞘膜积液时睾丸多不能触及，透光试验阳性
C. 交通性鞘膜积液卧位时肿块可缩小或消失，透光试验阳性
D. 附睾结核常形成冷脓肿，与皮肤粘连，可破溃形成窦道
E. 精索静脉曲张在平卧位时可消失，Valsalva试验阳性"
